MEAN_LIKES_3M,P90_LIKES_3M,MAX_LIKES_3M,MEAN_COMMENTS_3M,P90_COMMENTS_3M,MAX_COMMENTS_3M,MEAN_SHARES_3M,P90_SHARES_3M,MAX_SHARES_3M,MEAN_SAVES_3M,P90_SAVES_3M,MAX_SAVES_3M,MEAN_VIEWS_3M,P90_VIEWS_3M,MAX_VIEWS_3M,VIDEO_COUNT_3M
2846.0,2846.0,2846.0,2846.0,2846.0,2846.0,2846.0,2846.0,2846.0,2846.0,2846.0,2846.0,2846.0,2846.0,2846.0,2846.0
9368.003365914672,20014.948910751937,88105.65144061841,118.72336176879611,244.57937456078716,1484.4465917076598,1809.3522265439742,3667.183766690093,29723.351018973997,695.4168502713046,1498.9910400562198,6881.425860857344,241637.06949026725,502684.56233309914,2458553.957132818,72.40513000702741
23826.75882364787,42762.6719278321,184973.64404146036,402.08672349974637,1149.1342535621184,10000.999784738255,7240.710829226754,15462.29482302279,163633.34536989772,2193.6656243760076,4061.7877404640453,16189.81399602726,602034.7389581606,1161771.5498031366,4899625.249394849,97.3017156128079
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1275.4316770186335,2124.1000000000004,8118.0,21.765528940958127,39.0,111.0,49.6775,81.05000000000001,488.5,77.77166666666668,138.625,609.75,42545.44196428571,72850.0,292550.0,18.0
3254.1975155279506,6255.9,30900.0,45.4871619308456,80.00000000000006,331.5,232.98260947918544,382.45000000000005,2926.0,234.3228274731281,458.2500000000001,2285.0,101915.11490738018,179244.99999999994,942300.0,39.0
9245.859375,20085.0,90900.0,104.0700354609929,201.925,1083.5,922.2113391157183,1778.6250000000002,13300.0,629.4350490196078,1371.9500000000035,6746.75,244676.83613445377,504672.50000000035,2700000.0,83.0
841900.0,841900.0,3600000.0,15381.833333333334,54290.00000000001,485100.0,181776.19642857142,380200.0,6600000.0,67864.5,120712.90000000001,295949.0,20375000.0,35240000.0,68600000.0,560.0
